"RESTAURANT","STREET_ADDRESS","CITY_ZIP","COMMENTS"
"ASIATE","80 COLUMBUS CIR HELL'S KITCHEN NEW YORK"," NY 10019 ","AFTER TWO VISITS TO ASIATE  I'VE COME TO THINK OF THIS AS THE DEFINITION OF A FIVE-STAR RESTAURANT.  THE SERVICE BOTH TIMES HAS BEEN WONDERFUL.  ONE OF MY...MY FRIEND AND I MADE A RESERVATION FOR THE 11:45 BRUNCH.  WE WERE THE FIRST TWO TO BE SEATED.  WHEN WE ASKED FOR SEATING NEXT TO THE WINDOW  WE WERE TOLD...GREAT VIEW.  COMFORTABLE AND QUIET (THE BEST ATTRIBUTES). GOOD SERVICE.  DECENT FOOD  BUT NOT AMAZING.  WORTH TRYING AT LEAST ONCE FOR A RELAXING BRUNCH."
"DANJI","346 WEST 52 STREET HELL'S KITCHEN NEW YORK"," NY 10019","SMALL  MODERN  MINIMALIST.  DANJI OFFER CONTEMPORARY KOREAN CUISINE AT COMMUNAL TABLES.  MENUS ARE LOCATED IN THE CUSTOM DRAWERS FOR THEIR HIGH TOP TABLES ...HONESTLY I WAS SHOCKED AT HOW GOOD THE REVIEWS ON THIS RESTAURANT WERE. THIS IS THE FIRST TIME I HAVE EVER FELT THE NEED TO WRITE A YELP REVIEW SIMPLY...FOOD IS OKAY BUT NOT WORTH THE WAIT IN THE CRAMPED SPACE. THEIR SANGRIA IS REALLY GOOD THOUGH I HAVE TRIED BETTER KOREAN FOOD IN MY LIFE BUT ITS WORTH A TRY..."
"CARA MIA","654 9 AVENUE HELL'S KITCHEN NEW YORK"," NY 10036","BEST ITALIAN IN HELL'S KITCHEN  HANDS DOWN!!! THEIR FOOD IS FRESH  AND SOOOO TASTY. EVERYTIME I COME HERE  THE SERVICE IS GREAT. THE WINE LIST IS PRETTY...WENT TO CARA MIA FOR THE FIRST TIME LAST NIGHT FOR DINNER WITH THE GIRLS.  THE AMBIANCE WAS REALLY CUTE  BRICK WALLS  ITALIAN DECOR  CANDLES AND DIM...WHAT CAN I SAY OTHER THAN AMAZING SERVICE AND OVERALL DINING EXPERIENCE. I'VE COME HERE ON MULTIPLE OCCASIONS AND SERVICE CONSISTENTLY EXCEEDS EXPECTATIONS...."
"CHEZ JOSEPHINE","414 WEST 42 STREET HELL'S KITCHEN NEW YORK"," NY 10036","OH JEAN CLAUDE  YOU REALLY HAVE TO DO BETTER; ONE DAY YOU FALL ALL OVER ME AND THE NEXT YOU KNOW ME NOT! FOOD MORE AND MORE ERRATIC AND SERVICE NOT UP TO PAR.A GREAT FRENCH BISTRO. IN THE 1930'S STYLE.  JEAN CLAUDE THE OWNER IS A GREAT FLAMBOYANT HOST WITH A GREAT MENU!3 OF US WENT FOR LUNCH AND WAS PLEASANTLY SURPRISED BY THE PROFESSIONAL STAFF AND PIANO PLAYER! MY SISTER AND I SPLIT THE SPAGHETTI (JOSEPHINE'S FAVORITE)..."
"BANN","350 WEST 50 STREET HELL'S KITCHEN NEW YORK"," NY 10019","BBQ CHICKEN WAS AWESOME!!!! AMBIANCE WAS GREAT!I WALKED PAST HERE ONE DAY AND HAPPENED TO HAVE A CRAVING FOR KOREAN FOOD. SO WHY NOT? I ORDERED A BIBIMBAP TO GO AND WAS VERY HAPPY WITH IT. PROBABLY NOT...THE FOOD  SERVICE  AMBIANCE   & EVEN THE MUSIC WAS GREAT. WE ORDERED TUNA BBQ & SEA BASS  & BOTH CAME WITH A SPICY GREEN SALAD. WE BBQ'ED THE TUNA OURSELVES..."
"PAM REAL THAI FOOD","404 WEST 49 STREET HELL'S KITCHEN NEW YORK"," NY 10019","A GOOD GO TO PLACE FOR THAI FOOD. THEIR CRAB MEAT FRIED RICE IS DELICIOUS. I FOUND THEIR PAD KEY MAO SO MUCH MORE FLAVORFUL AND TASTIER THAN THEIR PAD SEE EIL.I THINK PAM REAL THAI IS IN AT LEAST THE TOP 5 OF AUTHENTIC THAI FOOD IN MANHATTAN. COUPLE OF HIGHLIGHTS HERE:  - I TEND TO COME LATER IN THE EVENING AND...TYPICAL FAKE 'THAI FOOD'  TOO SWEET OR SALTY. ORDERED 'HIGHLY RECOMMENDED' SOMTUM (PAPAYA SALAD)   ASKED FOR THAI SPICY  GOT SOMETHING SWEET  WITHOUT ANY..."
"LATTANZI RISTORANTE","361 WEST 46 STREET FRNT HELL'S KITCHEN NEW YORK"," NY 10036 ","ON MY FIRST NIGHT OF MOST RECENT TRIP TO MANHATTAN  I USED YELP TO LOOK UP POTENTIAL DINNER PLACES.  FOUND LATTANZI  AND THE IDEA OF JEWISH ROMAN SOUNDED...IF YOU MUST EAT ON RESTAURANT ROW  LATTANZI IS A GOOD CHOICE.  FAMILIAR FOOD AND FRIENDLY SERVICE WITHOUT BEING RUSHED.WE TRIED LATTANZI  RESTAURANT LOCATED NEAR TIMES SQUARE. WE WERE  SEATED IMMEDIATELY EVEN THOUGH WE HAD NO RESERVATIONS.THE HOST FOUND US A TABLE IN THE..."
"RIO & YOU","328 WEST 45 AT 8 AVENUE HELL'S KITCHEN NEW YORK"," NY 10036 ","I'VE ALWAYS ENJOY THE INTIMATE AND WARM WELCOME I GET WHEN DINING OUT AT SUSHI RESTAURANTS. THIS ONE IS NO DIFFERENT.   WE HAD SEVERAL DISHES BEFORE OUR...AFTER ALMOST 20 YEARS IN NYC I WAS GETTING TIRED OF SAME OLD SAME OLD JAPANESE RESTAURANTS. RIO & YOU WAS A BREATH OF FRESH AIR--DELICIOUS FOOD  AUTHENTIC...WE WERE LOOKING FOR A GOOD JAPANESE RESTAURANT IN THE AREA NEAR CENTRAL PARK AND IT WAS ABOUT 10 BLOCKS.  THE FOOD WAS TASTY.  OUR DINNER STARTED OUT WITH..."
"NOOK","746 9 AVENUE HELL'S KITCHEN NEW YORK"," NY 10019","MY GIRLFRIENDS AND I HAD OUR LAST DINNER HERE AND IT WAS QUITE A NICE AND MEMORABLE EXPERIENCE. WE DINED HERE IN SEPTEMBER 2011.  I FOUND THIS PLACE THANKS...REALLY CUTE BYOB  GREAT FOOD.. MAYBE THE BEST BURGER AND FRIES I'VE HAD IN A LONG TIME (FLAVORED VERY NICELY)  AND THE FOOD THE REST OF MY PARTY GOT LOOKED...IT WAS ONE OF THE YUMMIEST MEALS I HAD IN NY."
"TOUT VA BIEN","311 WEST 51 STREET HELL'S KITCHEN NEW YORK"," NY 10019","FRIENDLY SERVICE  SOLID FOOD AT MIDTOWN PRICES. YOU WON'T BE BLOWN AWAY  BUT THEY DO VERY COMPETENT TRADITIONAL FRENCH (COQ AU VIN  MOULES ET FRITES) QUITE...ALL IS WELL!  I FOUND THIS PLACE ON MY LAST NIGHT AT NYC AND DECIDED TO TRY IT OUT. I HAD NO PRIOR EXPECTATIONS AND WAS PLEASANTLY SURPRISED BY THE FRIENDLY...TOUT VA BIEN RECENTLY HAD A HALF-PRICE DINNER OFFER  THROUGH GOOGLE  VALID FOR ONE YEAR. AFTER A COUPLE OF MONTHS  THE RESTAURANT ELECTED TO NO LONGER HONOR..."
"ASIAN JEWELS SEAFOOD RESTAURANT","13330 39 AVENUE FLUSHING FLUSHING"," NY 11354 ","THE FOOD WAS GOOD. THE FIRST THING OFFERED TO US  FOR WHICH WE COULD NOT SAY NO  WAS BACON-WRAPPED SHRIMP. DELICIOUS. THE LOTUS STICKY RICE  NOT WHAT I'M...THE DIM SUM HERE HAS GREAT SELECTION AND MADE FRESH! I ORDERED A FEW ITEMS AND THE BILL WAS UNDER $20.   NO COMPLAINTS!GREAT SEAFOOD. LIKE THE STICKY RICE WITH CRAB BEST."
"MALAY RESTAURANT","13517 40 FLUSHING FLUSHING"," NY 11354 ","DECENT MALAYA FOOD""DO NOT BE FOOLED BY ITS COMMONPLACE APPEARANCE. LIKE SO MANY THINGS  IT IS NOT WHAT IS OUTSIDE  BUT WHAT IS INSIDE THAT COUNTS.""  EVERYTHING I EVER LEARNED...ROTI CANAI - I LOVED THE PANCAKE. I LIKE IT BETTER THAN NYONYA BECAUSE IT'S MORE OF A PANCAKE RATHER THAN AIRY FLAKES. HOWEVER  THE CURRY WAS TOO SWEET FOR..."
"HUNAN KITCHEN OF GRAND SICHUAN","42-47 MAIN STREET FLUSHING FLUSHING"," NY 11355 ","BEEN TO THIS PLACE QUITE A FEW TIMES GIVING THEM THE BENEFIT OF THE DOUBT SINCE IT'S RUN BY A FAMILY THAT'S BEEN IN THE BUSINESS FOR GENERATIONS. BUT IT...LOVE THE SPICY FOOD BUT FRIENDS THINK IT WAS TOO SPICY.HAHAWALKED INTO A DEAD SILENCE RESTAURANT EXCEPT FOR THE 4 DRUNK LOCALS; CHECK.  SAT NEXT TO BOTOX LADY WITH WAY TO MUCH WORK DONE; CHECK.  WIFEY WALKED INTO..."
"IMPERIAL PALACE","13613 37 AVENUE FLUSHING FLUSHING"," NY 11354 ","MY 300TH REVIEW!!!  WE CAME HERE TO TRY THE CRAB WITH STICKY RICE AFTER HEARING SOME GOOD THINGS ABOUT IT. WHEN I FIRST SAW THE DISH I FELT A BIT...JUST LIKE THE TIMES SAID. THE ZENITHAFTER I LEFT THE FIRST EVENING I SAID THAT M MEAL WAS JUST OKAY  BUT I CAME BACK FOR A SECOND TIME.  OVER TIME THIS PLACE GROWS ON YOU AND YOU SHOULD GIVE..."
"BKNY THAI RESTAURANT","47-11 FRANCIS LEWIS BLVD FLUSHING BAYSIDE"," NY 11361 ","THIS IS MY FAVORITE THAI RESTAURANT  HANDS DOWN. AFTER HEARING A FRIEND TALK ABOUT IT FOR MONTHS  SHE BROUGHT ME HERE FOR THE FIRST TIME TWO YEARS AGO....THE AMBIANCE OF THIS RESTAURANT GIVES YOU A VERY..INTIMATE FEELING. THE FOOD IS GOOD AND YOU CAN CHOOSE THE INTENSITY OF YOUR SPICINESS UPON REQUEST. I'M...THE DECOR IS INTIMATE. THE FOOD IS EXTREMELY DELICIOUS. THE DRINKS ARE QUENCHING. DO NOT GET ME STARTED ON THEIR FRIED ICE CREAM.  I'VE GONE TO THIS..."
"SAM WON GAK","144-20 NORTHERN BLVD FLUSHING FLUSHING"," NY 11354 ","VERY CONSISTENT TRADITIONAL KOREAN-CHINESE DISHES. THE SERVERS ARE ALWAYS FRIENDLY. TRIED THEIR ""FIRE JJAMBBONG"" LAST TIME... IT WAS NO JOKE. HOLY MOLY... I...BACK IN THE DAY THERE WERE A SERIES OF SAM WON GAK COMMERCIALS THAT AIRED FOR AT LEAST A FEW YEARS THAT FEATURED A YOUNG KOREAN BOY DOING SOME RANDOM...AS FAR AS I KNOW SAM WON GAK WAS ONE OF THE PIONEERS OF JJA JANG MYUN IN NYC. THEIR FIRST LOCATION WAS IN ELMHURST BUT IT HAS LONG SINCE BEEN REPLACED. IF..."
"HAPISGAH","14725 UNION TPKE FLUSHING FLUSHING"," NY 11367 ","OVER PRICED! FOOD IS GOOD BUT FAR FROM GREAT. THE WAITING STAFF IS NICE AND THE ATMOSPHERE IS GOOD. IF YOU NEED TO GO TO A KOSHER SIT DOWN RESTAURANT IN...I'VE BEEN EATING AT HAPISGAH SINCE IT WAS A TINY LITTLE RESTAURANT 20 YEARS AGO AND THERE IS NO BETTER PLACE TO HAVE A STEAK (TRY THE HOUSE SPECIAL STEAK)...THE HUMMUS TOPPED WITH CHICKEN IS DELISH!  SERVICE IS DECENT.  AMBIANCE IS MUCH BETTER THAN MOST QUEENS KOSHER RESTAURANTS.  DEFINITELY A PLACE WE WILL COME..."
"JADE ASIAN RESTAURANT & CATERER","136-28 39 AVENUE FLUSHING FLUSHING"," NY 11354 ","ITS GONE THROUGH A FEW MANAGEMENT CHANGES.  I'VE GOTTEN SICK THERE TWICE AFTER EATING!  I AM READY TO MOVE ON.VERY NICE FAST PACED DIM SUM RESTAURANT. EXPECT TO SPED SOME TIME FINDING PARKING  BUT IT WILL BE WORTH IT TO EXPERIENCE AUTHENTIC FAR EAST CUISINEME AND MY BESTIE REALLY LIKE THIS PLACE. WE'VE SINCE TAKEN OUR FRIENDS AND FAMILY TO THIS FLAVORFUL AND INEXPENSIVE DIM SUM RESTAURANT. THE WAITSTAFF'S..."
"KUM GANG SAN RESTAURANT","13828 NORTHERN BLVD FLUSHING FLUSHING"," NY 11354 ","WHAT THE HECK HAPPENED TO THIS PLACE?   THIS RESTAURANT IS PROBABLY THE BIGGEST AND MOST WELL KNOWN IN FLUSHING  IT'S BEEN HERE FOR YEARS. I'VE BEEN HERE...VERY STANDARD.   THAT SHOULD BE A GOOD REVIEW! KUM GANG SAN IS KNOWN FOR THEIR UPSTANDING GOOD STANDARDS AND THIS PLACE IS NO DIFFERENT THAN THE ONE IN...GREAT KOREAN BBQ 24 HOURS A DAY.  WE LOVE TO SIT AT THE BAR WITH HARRY THE BARTENDER AND HEAR HIS STORIES.  IT'S ALWAYS A GREAT FOOD AND A GREAT NIGHT OUT."
"FOO KEE SEAFOOD RESTAURANT","136-14 38 AVENUE FLUSHING FLUSHING"," NY 11354 ","BUYER BEWARE.  THE FOOD IS PRETTY GOOD  AND THE AMBIANCE/DECOR IS ABOUT AVERAGE FOR A LARGE CHINESE RESTAURANT.  BUT I LEFT FEELING TOTALLY RIPPED OFF.  WE...THE MANAGER RECOMMENDED THE ""BEAUTIFUL FRIED RICE."" I DON'T THINK IT'S ACTUALLY CALLED THAT  BUT YEAH. HE WAS TOUCHY-FEELY WITH ONE OF THE MALES I WAS...PRETTY MUCH EVERYTHING  HERE IS GOOD AND WELL-MADE CHINESE/CANTONESE STYLE FOOD  BUT IF YOU WANT MY SUGGESTIONS:  -BEEF CHOW FUN WITH GRAVY. FOR $10  IT'S A..."
"SENTOSA MALAYSIAN CUISINE","3907 PRINCE STREET FLUSHING FLUSHING"," NY 11354 ","SENTOSA IS IN ISLAND RESORT IN SINGAPORE. BUT THEY SERVE ""AUTHENTIC MALAYSIAN CUISINE"". ITS LIKE SAYING TOKYO- AUTHENTIC AMERICAN HAMBURGERS. ANYWAYS ...JUST OK. EXPENSIVE FOR WHAT IT IS AND NOT VERY CLEAN.THIS WAS MY FIRST TIME HAVING MALAYSIAN CUISINE ALONG WITH MY MOM WHO IS ALSO A NEWBIE. MY HUSBAND AND HIS FAMILY ARE FROM HONG KONG AND LIVE IN FLUSHING SO..."
"SWEET HOME CUISINE","133-51 37 AVENUE FLUSHING FLUSHING"," NY 11354 ","THIS IS DEFINITELY MORE OF A TRADITIONAL CHINESE RESTAURANT; THE DISHES HERE ARE GEARED MORE TOWARDS TRADITIONAL PALATES. THAT BEING SAID  THIS PLACE IS...I ATE HERE ONCE RECENTLY AND ITS A FAIRLY DECENT RESTAURANT IN FLUSHING  QUEENS.THE HEAD CHEF IS A OLD SCHOOL GUY FROM TAIWAN. THERE ARE SOME PRETTY...WE DON'T OFTEN VENTURE ALL THE WAY FROM WESTERN MANHATTAN TO FLUSHING  BUT THIS RESTAURANT IS WORTH THE TRIP. ALTHOUGH WE'RE BOTH OF CHINESE/TAIWANESE..."
"GAM MEE OK TANG","196-50 NORTHERN BLVD AUBURNDALE FLUSHING"," NY 11358 ","MMMMMMM....THEY MAKE THE BEST YUGAEJANG IN QUEENS! IT I THE PERFECT SOUP TO HAVE WHEN YOU HAVE A COLD!! THE PRICE I ALSO JUST RIGHT!WHEN THIS PLACE FIRST OPENED IT WAS THIS COOL UNFINISHED STEEL BUILDING. AND SLOWLY EVERYONE DRIVING DOWN NORTHERN BLVD COULD SEE THE TRANSFORMATION. THE...TANG IS A GREAT RESTAURANT TO GO TO IF YOU'RE DOWN FOR SOME HOMEMADE KIMCHI THAT'S DELICIOUS AND FLAVORFUL! THAT'S THE REASON WHY I ALWAYS COME HERE. YOU..."
"CANTON GOURMET","3808 PRINCE STREET FLUSHING FLUSHING"," NY 11354 ","THIS PLACE IS MEH AT BEST. DEFINITELY NOT ONE OF THE BEST SPOTS IN FLUSHING.   I CAME HERE LAST WEEK FOR A FAMILY DINNER AND I WAS NOT THE LEAST BIT...IT'S CHINESE CRACK!!  MY FRIENDS TOOK ME HERE AND THE FOOD WAS INCREDIBLY DELICIOUS! MY FAVORITE BY FAR WERE THE FRIED CRABS! I'M NOT THE BEST AT CRACKING...I LOOOOVE THIS PLACE!!!   LIKES:  1) DELICIOUS AND AUTHENTIC CANTON STYLE FOOD. THEY HAVE GREAT HOUSE FRIED RICE  FRIED CRABS  FISH MAW SOUP  MAYONNAISE..."
"FU RUN","40-09 PRINCE STREET FLUSHING FLUSHING"," NY 11354 ","I'M NOT CRAZY ABOUT THIS PLACE.  I THINK THEIR DISHES ARE OVERKILL.  I.E. IF IT'S A SWEET DISH  IT'S TOO SWEET.  IF IT'S A SALTY DISH  IT'S A TOO...STILL COMPLETELY AWESOME  WITH GREAT PRICES AND SERVICE. AN UPDATE TO INCLUDE THE SHORT LIST OF THINGS YOU HAVE TO GET:  - MUSLIM LAMB CHOP ($22 BUT...DON'T DO TAKE-OUT FROM THIS PLACE!  SEEMS AS THOUGH IT WAS BETTER TO EAT IN THAN OUT  ALTHOUGH THE SERVICE WAS MUCH FASTER WITH THEIR REGULAR CUSTOMERS. FOR..."
"SPICY & TASTY","39-07 PRINCE STREET FLUSHING FLUSHING"," NY 11354 ","I TOOK A CAR SERVICE TO SPICY AND TASTY AFTER I CHECKED INTO MY HOTEL.  I ORDERED TAKEOUT AND TOOK IT BACK TO MY ROOM TO EAT.  THE DUMPLINGS IN RED CHILE...IF YOU WANT SOMETHING AUTHENTICALLY SICHUAN  YOU PROBABLY HAVE TO LOOK NO FURTHER. FLUSHING IS NOW NEW YORK CITY'S LARGEST CHINESE INFRASTRUCTURE  AND THIS...CAME HERE WITH A LARGE GROUP OF PEOPLE AND THE RESTAURANT DOES HAVE A LOT OF TABLES AVAILABLE. UNFORTUNATELY  THE FOOD AND SERVICE WERE JUST MEDIOCRE.   THE..."
"THE ONENESS-FOUNTAIN-HEART","157-19 72 AVENUE FLUSHING FLUSHING"," NY 11367 ","I JUST FOUND THIS PLACE.   IT'S GREAT AND AFFORDABLEHERE IS THE DEAL: I LOVE MEAT MORE THAN ANYTHING IN THE WORLD. SO A FEW YEARS AGO WHEN MY GIRLFRIEND TOOK ME TO A VEGETARIAN RESTURANT I WAS IMMEDIATELY...I'M A MEAT & POTATOES MAN.  BUT I LOVE THIS PLACE!  THE APPLE STRUDEL CAKE IS ABSOLUTELY GREAT!  ONLY VEGETARIAN RESTAURANT I'LL VISIT CAUSE ITS THAT..."
"NAN XIANG DUMPLING HOUSE","38-12 PRINCE STREET FLUSHING FLUSHING"," NY 11354 ","WE WERE ON A BUSINESS TRIP AND FRIENDS OF MY CO-WORKER'S BROUGHT US HERE.  I'M FROM L.A. AND THE BEST DUMPLINGS I HAD WAS AT DING TAI FUNG.  I WOULDN'T SAY...FOUND IT ON THE YELP APP BEFORE A METS GAME TRYING TO FIND A QUICK AND GOOD BITE. SO GLAD WE DID. HAD SHANGHAI NOODLES WITH STEAMED PORK BUNS AND VEGGIE...TRULY TERRIBLE SERVICE TODAY.  WE WERE A PARTY OF 2.  THE WAIT WASN'T BAD.  WE WERE SEATED IN 5 MINUTES  BUT THEIR WAITSTAFF IS RUDE AND INATTENTIVE.  TOOK..."
"GU SHINE TAIWANESE RESTAURANT","135-38 39 AVENUE FLUSHING FLUSHING"," NY 11355 ","VERY AUTHENTIC TAIWANESE RESTAURANT.  A LOT OF THE GUESTS THERE WERE SPEAKING TAIWANESE WHICH IS ALWAYS A GOOD SIGN.  WE GOT THE COLD NOODLES  STEWED BEEF...A GREAT INTRODUCTION TO THE MORE TRADITIONAL FLAVORS OF TAIWANESE COOKING.  DEFINITELY HAS A HOME-COOKED FEEL TO THEIR DISHES.    HIGHLIGHTS: -CLAM SOUP AND...I LOVE THEIR FISH WITH SOUR CABBAGE RICE AND THE TAKE-OUT FISHBALL THAT YOU CAN GET FROM THE FRIDGE FRONT OF THE STORE."
"HAN JOO CHIK NAENG MYUN & BBQ","41-06 149 PL FLUSHING FLUSHING"," NY 11355 ","I WENT TO HAN JOO AS IT WAS RECOMMENDED BY MANY FRIENDS AND MY OWN MOTHER  AND THEY DID NOT DISAPPOINT AT ALL. THE BBQ WAS DONE ON A CRYSTAL ( I THINK IT'S...HAN JOO CHIK IS ONE OF MY FAVORITE RESTAURANTS. I HAVE BEEN HERE A COUPLE TIMES ALREADY AND WHENEVER I COME HERE I ALWAYS GET THE SAME DISH. I USUALLY ORDER...DA BOMB  YO.  WORD."
"KABUL KABAB HOUSE","4251 MAIN STREET FLUSHING FLUSHING"," NY 11355 ","I'VE BEEN EYEING THIS PLACE FOR A FEW YEARS...NEVER SEEMED TO HAVE THE RIGHT TIME/CROWD TO GO. FINALLY GOT TO GO LAST NIGHT!  THE FOOD WAS VERY GOOD. WE HAD...MY FAMILY AND FRIENDS HAVE BEEN GOING HERE FOR ABOUT 10 YEARS NOW. NOW THEY HAVE INCREASED THE PRICE  AND CUT THE RICE GIVEN BY HALF. WHEN MY FRIENDS TOLD...THIS IS SOME VERY TRADITIONAL MIDDLE EASTERN FOOD AND SERVED VERY WELL. CHICKEN AND BEEF KEBABS ARE ALWAYS TENDER AND JUICY. I LOVE THE YOGURT SAUCE AND..."
"HUNAN KITCHEN OF GRAND SICHUAN","42-47 MAIN ST FLUSHING FLUSHING"," NY 11355 ","BEEN TO THIS PLACE QUITE A FEW TIMES GIVING THEM THE BENEFIT OF THE DOUBT SINCE IT'S RUN BY A FAMILY THAT'S BEEN IN THE BUSINESS FOR GENERATIONS. BUT IT...LOVE THE SPICY FOOD BUT FRIENDS THINK IT WAS TOO SPICY.HAHAWALKED INTO A DEAD SILENCE RESTAURANT EXCEPT FOR THE 4 DRUNK LOCALS; CHECK.  SAT NEXT TO BOTOX LADY WITH WAY TO MUCH WORK DONE; CHECK.  WIFEY WALKED INTO..."
"IMPERIAL PALACE","13613 37 AVENUE FLUSHING FLUSHING"," NY 11354 ","MY 300TH REVIEW!!!  WE CAME HERE TO TRY THE CRAB WITH STICKY RICE AFTER HEARING SOME GOOD THINGS ABOUT IT. WHEN I FIRST SAW THE DISH I FELT A BIT...JUST LIKE THE TIMES SAID. THE ZENITHAFTER I LEFT THE FIRST EVENING I SAID THAT M MEAL WAS JUST OKAY  BUT I CAME BACK FOR A SECOND TIME.  OVER TIME THIS PLACE GROWS ON YOU AND YOU SHOULD GIVE..."
"HAPPY BEEF NOODLE HOUSE","3810 PRINCE STREET FLUSHING FLUSHING"," NY 11354 ","I HEARD GOOD THINGS ABOUT THIS PLACE FROM FRIENDS SO I THOUGHT I'D GIVE IT A TRY. BOY WAS IT A BAD IDEA!! I ORDERED BEEF STIR FRIED NOODLES AND BEEF NOODLE...BEST TAIWANESE BEEF NOODLES IN FLUSHING.  OTHER NOODLE OFFERINGS ARE JUST MEH.THIS REALLY ISN'T A REVIEW; IT'S MORE OF A LOVE STORY. DO YOU HAVE A SECRET GO-TO SPOT THAT YOU ARE RELUCTANT TO TELL YOUR FRIENDS ABOUT FOR FEAR OF THEM..."
"EXCELLENT THAI","3650 MAIN STREET FLUSHING FLUSHING"," NY 11354 ","DON'T BE FOOLED BY THE NAME; THIS IS NOT A THAI RESTAURANT. I WAS DISAPPOINTED AFTER WALKING IN AND VIEWING THE MENU  SEEING THAT THE ONLY THAI FOOD ITEM ON...GOOD FOOD! A VERY GOOD BALANCE BETWEEN SPICE AND HEAT. THE MENU IS A BIT LIMITED BUT THE PRICE IS DEFINITELY RIGHT. THE RESTAURANT HAS A NICE ATMOSPHERE ...""LUNCH SPECIAL"" REVIEW PROS: $5.25  NEAT  AMPLE QUANTITY  VERY FRIENDLY SERVICE  WILL DEFINITELY BE GOING BACK. CONS: DISH ONLY COMES WITH WHITE RICE  AS IN..."
"HOP KEE","21 MOTT STREET CHINATOWN NEW YORK"," NY 10013","ANOTHER GOOD CHINESE IN CHINATOWN!HOP KEE FOOD IS DELICIOUS THE PRICESES ARE REASONABLE WHERE ORDERING A FEW DISHES WON'T SEND YOU INTO BANKRUPTCY THE STAFF IS THEMENDLY & ATTENTIVE THE...WAS INTRODUCED TO THIS PLACE BY MY BOYFRIEND AND LOVED IT . IVE BEEN HERE SERVAL TIMES AND ALWAYS GET THE PEKING PORK CHOPS HOUSE SPECIAL FRIED RICE AND... "
"PONGSRI THAI RESTAURANT","106 BAYA STREET CHINATOWN NEW YORK"," NY 10013","DECENT FOOD BUT SMALLER PORTIONS COMPARED TO SIMILAR THAI RESTAURANTS. THEY MESSED UP ONE OF OUR ORDERS AND IN GENERAL HAD CHAOTIC/SLOW SERVICE. SEEMS...LOOKING FOR THAI BEFORE GOING TO THE THEATER? THIS IS THE PLACE! I LOVE THAI AND HAVE TRIED NUMEROUS THAI RESTAURANTS IN THE CITY BE IT THAT EACH...I LOVE PONGSRI - I'VE BEEN COMING HERE SINCE I WAS A WEE LAD BACK IN THE 90S. IT'S ON THE CORNER OF BAXTER AND BAYARD SMACK DAB IN CHINATOWN BUT IT'S... "
"SHANGHAI ASIAN MANOR","21 MOTT STREET CHINATOWN NEW YORK"," NY 10013","TERRIBLE SERVICE!! I AM AN ASIAN LIVING IN CALIFORNIA. I MADE A TRIP TO NY AND HAD LUNCH HERE. THE FEMALE SERVER WAS RUDE AND PROVIDED TERRIBLE...GREAT CHINESE... TRYING THE SOUP DUMPLNGSDELISH SUSHI IS FRESH GREAT STAFF!!! "
"BIG WONG KING","67 MOTT STREET CHINATOWN NEW YORK"," NY 10013","SERVICE SUCKED AS USUAL...THE CHINESE AREN'T EXACTLY THE BEST AT CUSTOMER SERVICE. THE BATHROOMS WERE DISGUSTING. BUT THE FOOD WAS DELICIOUS WITH A FAIR PRICE.I LOVE THIS PLACE..THE MENU HAS MOST OF THE THINGS THAT I CRAVE IN A CHINESE RESTAURANT...BBQ MEATS ON WHITE RICE BBQ MEATS ON NOODLE SOUP YOUNG CHOW...THEY HAVE THEIR GOOD DAYS AND BAD DAYS TOURIST ATTRACTING I HAVE A LOT OF ASIAN FRIEND AND THIS PLACE IS NOT CHEAP..AND THE PORTION IS SMALL.. NOT REALLY... "
"NEW MALAYSIA RESTAURANT","48 BOWEST RY CHINATOWN NEW YORK"," NY 10013","I LIKE THEIR PENANG PRAWN NOODLES! VERY SATISFYING AND THEIR ROTI CANAI IS PRETTY GOOD TOO. THEIR SERVICE IS VERY FAST IN/OUT IN LIKE 30MINS FOR AN...THEY HAVE SUCH GREAT FOOD AND I THINK I AM ADDICTED TO THEIR ROTI! IT IS SO GOOD! THE RESTAURANT IS VERY NICE LOOKING. I LIKE THERE BRISKET WITH NOODLES OR...SIMPLY THE BEST MALAYSIAN RESTAURANT IN NYC. HIGHLIGHTS OF WHAT TO GET: ROTI CANAI ASAM CURRY FISH HEAD SOUP CURRY NOODLES PRAWN NOODLES SAUTéED..."
"HOP LEE RESTAURANT","16 MOTT STREET CHINATOWN NEW YORK"," NY 10013","I'VE BEEN GOING TO HOP LEE SINCE I WAS A WEE LITTLE CHILD GROWING UP IN CHINATOWN. WHENEVER THERE WAS A SPECIAL OCCASION HOP LEE WAS ALWAYS THE LAST STOP...THE BEEF FRIED RICE WAS PRETTY GOOD.....OTHER THAN THAT NOT A BIG FAN....SERVICE IS GOOD BUT FOOD WAS OK...WAITING TO TRY BETTER CHINESE RESTAURANTS OUT...THIS PLACE IS PRETTY GOOD BUT I'M GOING TO DOCK A STAR BECAUSE SERVICE WAS PRETTY TERRIBLE THE LAST TIME I VISITED AND IT WAS SO LATE THAT WE WERE THE ONLY... "
